text,tweet2words,num_capitalized,tweet_length,num_negative_words,num_positive_words,num_neutral_words,has_capitalized,num_capitalised_positive_words,num_capitalised_negative_words,num_hashtags,num_special_character,correctedText
Hey @AmericanAir you ruined my best bud’s first flight experience. I don’t like y’all. #allnighters https:// twitter.com/SterlingOtting /status/1025682604899684352 …,Hey ruined best bud first flight experience I like allnighters https twitter com SterlingOtting status,0,15,1,2,16,1,0,0,1,10, Hey ruined best bud first flight experience I like lighteners HTTP twitter com Sterling status
I wanna thank @AmericanAir for the cancelled flight and an all nighter and hope the pilot actually shows up next time.,I wanna thank cancelled flight nighter hope pilot actually shows next time,0,12,0,1,20,1,0,0,0,2, I wanna thank canceled flight niter hope pilot actually shows next time
Maybe Congress needs to pass @SenDuckworth legislation to strengthen the Air Carrier Access Act so airlines get the message about handling mobility equipment responsibly,Maybe Congress needs pass legislation strengthen Air Carrier Access Act airlines get message handling mobility equipment responsibly,0,18,0,1,23,1,0,0,0,1, Maybe Congress needs pass legislation strengthen Air Carrier Access Act airlines get message handling mobility equipment responsibly
Thank you Deborah Fritts @AmericanAir for the amazing booking experience tonight. Customer service at its finest.,Thank Deborah Fritts amazing booking experience tonight Customer service finest,0,11,0,2,14,1,0,0,0,3, Thank Deborah Fritters amazing booking experience tonight Customer service finest
Maybe not best response to The Kevin Mitnick,Maybe best response The Kevin Mitnick,0,5,0,1,7,1,0,0,0,0, Maybe best response The Kevin Dominick
Sloane Stephens graces the cover of @AmericanAir 's American Way magazine for @inkglobal . PHOTOS: http:// bsltnns.co/rvEeIF pic.twitter.com/ptZqbExLFj,Sloane Stephens graces cover American Way magazine PHOTOS http bsltnns co rvEeIF pic twitter com ptZqbExLFj,1,18,0,0,18,1,0,0,0,8, Sloane Stephens graces cover American Way magazine PHOTOS HTTP  co  pic twitter com 
Woe to the guy who stole @kevinmitnick ’s luggage...anybody who’s even remotely aware of hacking knows that is a BIG MISTAKE. pic.twitter.com/EyqgKq0hJN,Woe guy stole luggage anybody even remotely aware hacking knows BIG MISTAKE pic twitter com EyqgKq hJN,2,18,2,0,20,1,0,0,0,6, Woe guy stole luggage anybody even remotely aware hacking knows BIG MISTAKE pic twitter com  hen
"Maybe not the best response to someone with 220,000 followers. LOL",Maybe best response someone followers LOL,1,6,0,1,10,1,0,0,0,2, Maybe best response someone followers LO
"If your luggage ever is stolen and the airline is @AmericanAir , never tell them you tracked the thief who was ripping off customer bags from the airport because they will deny your claim. It's better to keep your mouth shut and just file a claim. Lessons learned.",If luggage ever stolen airline never tell tracked thief ripping customer bags airport deny claim It better keep mouth shut file claim Lessons learned,0,23,2,1,45,1,0,0,0,6, If luggage ever stolen airline never tell tracked thief ripping customer bags airport deny claim It better keep mouth shut file claim Lessons learned
. @AmericanAir promised to safely store my luggage when my bags flew without me. My bag ended up being stolen at O'Hare and we were able to track the thief because the idiot kept my GPS tracker. Now AA denied my claim saying to sue the thief. Can you believe it? Never fly AA,promised safely store luggage bags flew without My bag ended stolen O Hare able track thief idiot kept GPS tracker Now AA denied claim saying sue thief Can believe Never fly AA,3,29,4,2,48,1,0,0,0,7, promised safely store luggage bags flew without My bag ended stolen O Hare able track thief idiot kept GPS tracker Now AA denied claim saying sue thief Can believe Never fly AA
"Hey @AmericanAir , thanks for leaving my husband stranded 35 minutes away from the airport he started at, the weekend we're moving. My toddler LOVES being up after midnight waiting for Daddy because you can't get your shit together.",Hey thanks leaving husband stranded minutes away airport started weekend moving My toddler LOVES midnight waiting Daddy get shit together,1,20,1,1,37,1,0,0,0,7, Hey thanks leaving husband stranded minutes away airport started weekend moving My toddler LOVES midnight waiting Daddy get shit together
"NEVER fly @AmericanAir . We sat on the runway for hours, then were told there was an “alternate route” so we could get out despite weather, just needed to refuel. THEN the crew told us they were due for a crew change so CANCELLED. But airline then says “no it’s due to weather”",NEVER fly We sat runway hours told alternate route could get despite weather needed refuel THEN crew told us due crew change CANCELLED But airline says due weather,3,26,0,0,53,1,0,0,0,11, NEVER fly We sat runway hours told alternate route could get despite weather needed refuel THEN crew told us due crew change CANCELED But airline says due weather
3 1/2 hour delay because they can’t find a flight attendant. How does this keep happening?! @AmericanAir Every flight. #seriously #SomeoneGetMe @elonmusk #WheresMyFlyingCar,hour delay find flight attendant How keep happening Every flight seriously SomeoneGetMe WheresMyFlyingCar,0,14,1,0,22,1,0,0,3,10, hour delay find flight attendant How keep happening Every flight seriously Someone 
"I’ve arrived in DC. After a 25 minute wait at the plane, my dad was able to bring a manual chair for me, and then my chair was returned. We’re filling out paperwork. @AmericanAir has assured me it will be fixed “soon,” but I’m currently without a viable chair",I arrived DC After minute wait plane dad able bring manual chair chair returned We filling paperwork assured fixed soon I currently without viable chair,1,22,0,0,49,1,0,0,0,10, I arrived DC After minute wait plane dad able bring manual chair chair returned We filling paperwork assured fixed soon I currently without viable chair
Stuck in Philly... @LolaWillFollow pic.twitter.com/YnHyzotZ12,Stuck Philly pic twitter com YnHyzotZ,0,7,1,0,4,1,0,0,0,3, Stuck Philly pic twitter com 
"Hey @AmericanAir , how about you don't throw around expensive mobility equipment that people rely on to move like abandoned old luggage? This needs to be handled. This shouldn't have happened in the first place. https:// twitter.com/lauramitolife/ status/1025509105274966016 …",Hey throw around expensive mobility equipment people rely move like abandoned old luggage This needs handled This happened first place https twitter com lauramitolife status,0,24,1,1,37,1,0,0,0,11, Hey throw around expensive mobility equipment people rely move like abandoned old luggage This needs handled This happened first place HTTP twitter com proliferate status
Los Angeles to the US Virgin Islands for only $259 roundtrip with @AmericanAir . https://www. secretflying.com/posts/los-ange les-us-virgin-islands-306-roundtrip/ … pic.twitter.com/PLoBdblBJG,Los Angeles US Virgin Islands roundtrip https www secretflying com posts los ange les us virgin islands roundtrip pic twitter com PLoBdblBJG,1,23,0,0,19,1,0,0,0,8, Los Angeles US Virgin Islands round trip HTTP WWW secret flying com posts loci age lech us virgin islands round trip pic twitter com 
@AmericanAir This is not ok. Accessibility is a human right and you need to do better when working with people with disabilities.,This ok Accessibility human right need better working people disabilities,0,10,0,2,20,1,0,0,0,3, This OK Accessibility human right need better working people disabilities
Excited to be on the cover of American Way Magazine ! Catch me on any @AmericanAir flight - I'll be in your seat back pocket the entire month of August @inkglobal @JeffLipsky http:// bit.ly/2KqjZD3,Excited cover American Way Magazine Catch flight I seat back pocket entire month August http bit ly KqjZD,0,20,0,1,33,1,0,0,0,8, Excited cover American Way Magazine Catch flight I seat back pocket entire month August HTTP bit l 
"Don’t mind me, just riding the train after I PAID for a plane ticket and was REFUSED a refund when THEY TOLD ME THEY COULDN’T HELP ME GET OUT OF PHILLY. Thanks for doing horrible business, @AmericanAir Don’t worry, you won’t get it ever again.",Don mind riding train I PAID plane ticket REFUSED refund THEY TOLD ME THEY COULDN T HELP ME GET OUT OF PHILLY Thanks horrible business Don worry get ever,13,19,2,1,42,1,0,0,0,10, Don mind riding train I PAID plane ticket REFUSED refund THEY TOLD ME THEY COULD T HELP ME GET OUT OF PHILLY Thanks horrible business Don worry get ever
Our @AmericanAir #AAdvantage Mastercard credit cardholders were thrilled to see Gary Marshall’s enchanting Broadway adaptation of @PrettyWoman at the Pre-Opening Tribute Night along with Julia Roberts. https:// twitter.com/PrettyWoman/st atus/1025511087230398471 …,Our AAdvantage Mastercard credit cardholders thrilled see Gary Marshall enchanting Broadway adaptation Pre Opening Tribute Night along Julia Roberts https twitter com PrettyWoman st atus,0,26,0,2,28,1,0,0,1,10, Our A Advantage MasterCard credit cardholders thrilled see Gary Marshall enchanting Broadway adaptation Pr Opening Tribute Night along Julia Roberts HTTP twitter com Pretty Woman st taus
"Last night, we gathered to honor #GarryMarshall . Today, we’re sending love to all those who helped make our tribute one for the ages. #PrettyWomanTheMusical @Mastercard @AmericanAir pic.twitter.com/hD6xhF2AqC",Last night gathered honor GarryMarshall Today sending love helped make tribute one ages PrettyWomanTheMusical pic twitter com hD xhF AqC,0,22,0,3,25,1,0,0,2,10, Last night gathered honor Garry Marshall Today sending love helped make tribute one ages  pic twitter com h x Hf AC
"4 cancelled flights and 3 reroutes, somehow I got upgraded to 1st class and landing 1.5 hours later than original time due to my @AmericanAir status So THATS what privilege feels like. AND the hate agent got the other 3 stranded travelers on the plane. pic.twitter.com/hhf1stbMTo",cancelled flights reroutes somehow I got upgraded st class landing hours later original time due status So THATS privilege feels like AND hate agent got stranded travelers plane pic twitter com hhf stbMTo,2,31,1,2,43,1,0,0,0,6, canceled flights reroutes somehow I got upgraded st class landing hours later original time due status So THATCH privilege feels like AND hate agent got stranded travelers plane pic twitter com hf storm
"CURIOUS: what would you like airports to do better? I’m at @CLTAirport waiting on an @AmericanAir connection, and it feels like a cattle drive. Except, nothing is mooooving. How should America’s airports change their ways? What’s working, & what’s not? pic.twitter.com/jq9I4ralGC",CURIOUS would like airports better I waiting connection feels like cattle drive Except nothing mooooving How America airports change ways What working pic twitter com jq I ralGC,1,26,0,2,39,1,0,0,0,17, CURIOUS would like airports better I waiting connection feels like cattle drive Except nothing moving How America airports change ways What working pic twitter com j I racial
After circling for 1hour and a half.. diverted and getting fuel in #Philly ... storms have moved north of NYC. So let’s see if we get to Nyc! @AmericanAir crew and pilot are great btw pic.twitter.com/Nip6ycNwB4,After circling hour half diverted getting fuel Philly storms moved north NYC So let see get Nyc crew pilot great btw pic twitter com Nip ycNwB,1,25,0,1,35,1,0,0,1,8, After circling hour half diverted getting fuel Philly storms moved north NYC So let see get NYC crew pilot great BTW pic twitter com Nip 
